,Rk,Player,Pos,ATOI,Team,Year
30,31.0,Mike Casselman,C,,Team1,1996
31,32.0,Mark Fitzpatrick,G,52:32,Team1,1996
32,,Team Total,,,Team1,1996
0,1.0,Joe Sakic*,C,,Team2,1996
1,2.0,Peter Forsberg*,C,,Team2,1996
2,3.0,Valeri Kamensky,LW,,Team2,1996
3,4.0,Claude Lemieux,RW,,Team2,1996
4,5.0,Scott Young,RW,,Team2,1996
5,6.0,Sandis Ozolinsh,D,,Team2,1996
6,7.0,Adam Deadmarsh,RW,,Team2,1996
7,8.0,Chris Simon,LW,,Team2,1996
8,9.0,Stephane Yelle,LW,,Team2,1996
9,10.0,Craig Wolanin,D,,Team2,1996
10,11.0,Mike Ricci,C,,Team2,1996
11,12.0,Andrei Kovalenko,LW,,Team2,1996
12,13.0,Troy Murray,C,,Team2,1996
13,14.0,Mike Keane,RW,,Team2,1996
14,15.0,Alexei Gusarov,D,,Team2,1996
15,16.0,Curtis Leschyshyn,D,,Team2,1996
16,17.0,Adam Foote,D,,Team2,1996
17,18.0,Sylvain Lefebvre,D,,Team2,1996
18,19.0,Martin Rucinsky,LW,,Team2,1996
19,20.0,Jon Klemm,D,,Team2,1996
20,21.0,Rene Corbet,LW,,Team2,1996
21,22.0,Warren Rychel,LW,,Team2,1996
22,23.0,Owen Nolan,RW,,Team2,1996
23,24.0,Uwe Krupp,D,,Team2,1996
24,25.0,John Slaney,D,,Team2,1996
25,26.0,Paul Brousseau,RW,,Team2,1996
26,27.0,Dave Hannan,LW,,Team2,1996
27,28.0,Janne Laukkanen,D,,Team2,1996
28,29.0,Landon Wilson,RW,,Team2,1996
29,30.0,Stephane Fiset,G,56:56,Team2,1996
30,31.0,Josef Marha,C,,Team2,1996
31,32.0,Anders Myrvold,D,,Team2,1996
32,33.0,Claude Lapointe,C,,Team2,1996
33,34.0,Aaron Miller,D,,Team2,1996
34,35.0,Patrick Roy*,G,59:07,Team2,1996
35,36.0,Jocelyn Thibault,G,55:50,Team2,1996
36,,Team Total,,,Team2,1996
0,1.0,John LeClair,LW,,Team1,1997
1,2.0,Eric Lindros*,C,,Team1,1997
2,3.0,Rod Brind'Amour,C,,Team1,1997
3,4.0,Mikael Renberg,RW,,Team1,1997
4,5.0,Eric Desjardins,D,,Team1,1997
5,6.0,Trent Klatt,RW,,Team1,1997
6,7.0,Janne Niinimaa,D,,Team1,1997
7,8.0,Dale Hawerchuk*,C,,Team1,1997
8,9.0,Shjon Podein,LW,,Team1,1997
9,10.0,Joel Otto,C,,Team1,1997
10,11.0,Paul Coffey*,D,,Team1,1997
11,12.0,Chris Therien,D,,Team1,1997
12,13.0,Pat Falloon,RW,,Team1,1997
13,14.0,Dainius Zubrus,LW,,Team1,1997
14,15.0,Karl Dykhuis,D,,Team1,1997
15,16.0,John Druce,RW,,Team1,1997
16,17.0,Vinny Prospal,C,,Team1,1997
17,18.0,Petr Svoboda,D,,Team1,1997
18,19.0,Daniel Lacroix,C,,Team1,1997
19,20.0,Scott Daniels,RW,,Team1,1997
20,21.0,Kjell Samuelsson,D,,Team1,1997
21,22.0,Craig Darby,C,,Team1,1997
22,23.0,Dan Kordic,LW,,Team1,1997
23,24.0,Kevin Haller,D,,Team1,1997
24,25.0,Michel Petit,D,,Team1,1997
25,26.0,Colin Forbes,LW,,Team1,1997
26,27.0,Jason Bowen,D,,Team1,1997
27,28.0,Aris Brimanis,D,,Team1,1997
28,29.0,Garth Snow,G,53:50,Team1,1997
29,30.0,Paul Healey,RW,,Team1,1997
30,31.0,Ron Hextall,G,56:16,Team1,1997
31,32.0,Frantisek Kucera,D,,Team1,1997
32,33.0,Darren Rumble,D,,Team1,1997
33,,Team Total,,,Team1,1997
0,1.0,Brendan Shanahan*,LW,,Team2,1997
1,2.0,Steve Yzerman*,LW,,Team2,1997
2,3.0,Sergei Fedorov*,C,,Team2,1997
3,4.0,Nicklas Lidstrom*,D,,Team2,1997
4,5.0,Igor Larionov*,C,,Team2,1997
5,6.0,Darren McCarty,RW,,Team2,1997
6,7.0,Vyacheslav Kozlov,C,,Team2,1997
7,8.0,Vladimir Konstantinov,D,,Team2,1997
8,9.0,Martin Lapointe,RW,,Team2,1997
9,10.0,Viacheslav Fetisov*,D,,Team2,1997
10,11.0,Tomas Sandstrom,RW,,Team2,1997
11,12.0,Greg Johnson,RW,,Team2,1997
12,13.0,Kris Draper,C,,Team2,1997
13,14.0,Doug Brown,LW,,Team2,1997
14,15.0,Bob Rouse,D,,Team2,1997
15,16.0,Mathieu Dandenault,RW,,Team2,1997
16,17.0,Jamie Pushor,D,,Team2,1997
17,18.0,Tomas Holmstrom,LW,,Team2,1997
18,19.0,Kirk Maltby,LW,,Team2,1997
19,20.0,Tim Taylor,C,,Team2,1997
20,21.0,Aaron Ward,D,,Team2,1997
21,22.0,Larry Murphy*,D,,Team2,1997
22,23.0,Anders Eriksson,D,,Team2,1997
23,24.0,Joe Kocur,RW,,Team2,1997
24,25.0,Bob Errey,LW,,Team2,1997
25,26.0,Chris Osgood,G,58:55,Team2,1997
26,27.0,Mike Knuble,RW,,Team2,1997
27,28.0,Kevin Hodson,G,48:58,Team2,1997
28,29.0,Stu Grimson,LW,,Team2,1997
29,30.0,Mark Major,LW,,Team2,1997
30,31.0,Mike Ramsey,D,,Team2,1997
31,32.0,Mike Vernon,G,59:09,Team2,1997
32,,Team Total,,,Team2,1997
0,1.0,Peter Bondra,RW,,Team1,1998
1,2.0,Adam Oates*,C,,Team1,1998
2,3.0,Calle Johansson,D,,Team1,1998
3,4.0,Steve Konowalchuk,LW,,Team1,1998
4,5.0,Joe Juneau,C,,Team1,1998
5,6.0,Phil Housley*,D,,Team1,1998
6,7.0,Richard Zednik,RW,,Team1,1998
7,8.0,Dale Hunter,C,,Team1,1998
8,9.0,Andrew Brunette,LW,,Team1,1998
9,10.0,Sergei Gonchar,D,,Team1,1998
10,11.0,Mark Tinordi,D,,Team1,1998
11,12.0,Chris Simon,LW,,Team1,1998
12,13.0,Andrei Nikolishin,C,,Team1,1998
13,14.0,Jan Bulis,C,,Team1,1998
14,15.0,Sylvain Cote,D,,Team1,1998
15,16.0,Craig Berube,LW,,Team1,1998
16,17.0,Kelly Miller,RW,,Team1,1998
17,18.0,Todd Krygier,RW,,Team1,1998
18,19.0,Esa Tikkanen,LW,,Team1,1998
19,20.0,Joe Reekie,D,,Team1,1998
20,21.0,Brian Bellows,RW,,Team1,1998
21,22.0,Michal Pivonka,LW,,Team1,1998
22,23.0,Brendan Witt,D,,Team1,1998
23,24.0,Jeff Toms,C,,Team1,1998
24,25.0,Ken Klee,RW,,Team1,1998
25,26.0,Jeff Brown,D,,Team1,1998
26,27.0,Jaroslav Svejkovsky,RW,,Team1,1998
27,28.0,Mike Eagles,LW,,Team1,1998
28,29.0,Jan Benda,C,,Team1,1998
29,30.0,Nolan Baumgartner,D,,Team1,1998
30,31.0,Benoit Gratton,C,,Team1,1998
31,32.0,Olaf Kolzig,G,59:11,Team1,1998
32,33.0,Bill Ranford,G,53:47,Team1,1998
33,34.0,Brad Church,LW,,Team1,1998
34,35.0,David Harlock,D,,Team1,1998
35,36.0,Dwayne Hay,LW,,Team1,1998
36,37.0,Stewart Malgunas,D,,Team1,1998
37,38.0,Ryan Mulhern,C,,Team1,1998
38,39.0,Pat Peake,RW,,Team1,1998
39,,Team Total,,,Team1,1998
0,1.0,Steve Yzerman*,C,,Team2,1998
1,2.0,Nicklas Lidstrom*,D,,Team2,1998
2,3.0,Brendan Shanahan*,LW,,Team2,1998
3,4.0,Vyacheslav Kozlov,LW,,Team2,1998
4,5.0,Larry Murphy*,D,,Team2,1998
5,6.0,Igor Larionov*,C,,Team2,1998
6,7.0,Doug Brown,C,,Team2,1998
7,8.0,Darren McCarty,RW,,Team2,1998
8,9.0,Martin Lapointe,RW,,Team2,1998
9,10.0,Brent Gilchrist,LW,,Team2,1998
10,11.0,Kirk Maltby,LW,,Team2,1998
11,12.0,Kris Draper,C,,Team2,1998
12,13.0,Tomas Holmstrom,LW,,Team2,1998
13,14.0,Anders Eriksson,D,,Team2,1998
14,15.0,Sergei Fedorov*,RW,,Team2,1998
15,16.0,Mathieu Dandenault,RW,,Team2,1998
16,17.0,Viacheslav Fetisov*,D,,Team2,1998
17,18.0,Mike Knuble,RW,,Team2,1998
18,19.0,Bob Rouse,D,,Team2,1998
19,20.0,Joe Kocur,RW,,Team2,1998
20,21.0,Aaron Ward,D,,Team2,1998
21,22.0,Dmitri Mironov,D,,Team2,1998
22,23.0,Jamie Pushor,D,,Team2,1998
23,24.0,Yan Golubovsky,D,,Team2,1998
24,25.0,Kevin Hodson,G,47:02,Team2,1998
25,26.0,Darryl Laplante,C,,Team2,1998
26,27.0,Jamie Macoun,D,,Team2,1998
27,28.0,Norm Maracle,G,44:34,Team2,1998
28,29.0,Chris Osgood,G,59:29,Team2,1998
29,,Team Total,,,Team2,1998
0,1.0,Mike Modano*,C,20:50,Team1,1999
1,2.0,Brett Hull*,RW,17:24,Team1,1999
2,3.0,Joe Nieuwendyk*,C,15:33,Team1,1999
3,4.0,Jere Lehtinen,RW,19:36,Team1,1999
4,5.0,Sergei Zubov*,D,24:14,Team1,1999
5,6.0,Darryl Sydor,D,21:16,Team1,1999
6,7.0,Jamie Langenbrunner,C,15:51,Team1,1999
7,8.0,Pat Verbeek,RW,14:34,Team1,1999
8,9.0,Grant Marshall,RW,12:39,Team1,1999
9,10.0,Derian Hatcher,D,24:44,Team1,1999
10,11.0,Mike Keane,RW,13:57,Team1,1999
11,12.0,Tony Hrkac,C,12:02,Team1,1999
12,13.0,Dave Reid,LW,11:34,Team1,1999
13,14.0,Guy Carbonneau*,C,13:21,Team1,1999
14,15.0,Richard Matvichuk,D,21:19,Team1,1999
15,16.0,Shawn Chambers,D,17:23,Team1,1999
16,17.0,Craig Ludwig,D,14:31,Team1,1999
17,18.0,Brian Skrudland,C,9:25,Team1,1999
18,19.0,Derek Plante,C,13:42,Team1,1999
19,20.0,Sergey Gusev,D,12:04,Team1,1999
20,21.0,Benoit Hogue,C,15:04,Team1,1999
21,22.0,Brad Lukowich,D,16:18,Team1,1999
22,23.0,Brent Severyn,LW,5:07,Team1,1999
23,24.0,Jon Sim,C,11:26,Team1,1999
24,25.0,Dan Keczmer,D,7:08,Team1,1999
25,26.0,Ed Belfour*,G,57:58,Team1,1999
26,27.0,Jason Botterill,LW,8:19,Team1,1999
27,28.0,Petr Buzek,D,13:50,Team1,1999
28,29.0,Kelly Fairchild,C,12:37,Team1,1999
29,30.0,Manny Fernandez,G,59:42,Team1,1999
30,31.0,Aaron Gavey,C,8:09,Team1,1999
31,32.0,Doug Lidster,D,13:16,Team1,1999
32,33.0,Blake Sloan,RW,9:01,Team1,1999
33,34.0,Roman Turek,G,48:20,Team1,1999
34,35.0,Jamie Wright,LW,7:37,Team1,1999
35,,Team Total,,,Team1,1999
0,1.0,Miroslav Satan,LW,20:49,Team2,1999
1,2.0,Michael Peca,C,20:44,Team2,1999
2,3.0,Michal Grosek,LW,17:14,Team2,1999
3,4.0,Curtis Brown,C,17:30,Team2,1999
4,5.0,Dixon Ward,RW,15:47,Team2,1999
5,6.0,Jason Woolley,D,18:43,Team2,1999
6,7.0,Brian Holzinger,C,16:31,Team2,1999
7,8.0,Alexei Zhitnik,D,25:39,Team2,1999
8,9.0,Vaclav Varada,RW,14:30,Team2,1999
9,10.0,Geoff Sanderson,LW,12:55,Team2,1999
10,11.0,Matthew Barnaby,RW,13:56,Team2,1999
11,12.0,Derek Plante,C,15:31,Team2,1999
12,13.0,Darryl Shannon,D,20:10,Team2,1999
13,14.0,Richard Smehlik,D,21:50,Team2,1999
14,15.0,Wayne Primeau,C,10:19,Team2,1999
15,16.0,Erik Rasmussen,C,12:22,Team2,1999
16,17.0,James Patrick,D,14:45,Team2,1999
17,18.0,Jay McKee,D,20:28,Team2,1999
18,19.0,Randy Cunneyworth,LW,8:58,Team2,1999
19,20.0,Stu Barnes,C,18:20,Team2,1999
20,21.0,Rob Ray,RW,5:11,Team2,1999
21,22.0,Paul Kruse,LW,6:24,Team2,1999
22,23.0,Mike Wilson,D,16:40,Team2,1999
23,24.0,Joe Juneau,C,17:11,Team2,1999
24,25.0,Rhett Warrener,D,18:13,Team2,1999
25,26.0,Jean-Luc Grand-Pierre,D,13:36,Team2,1999
26,27.0,Martin Biron,G,46:47,Team2,1999
27,28.0,Dominik Hasek*,G,59:38,Team2,1999
28,29.0,Jason Holland,D,10:58,Team2,1999
29,30.0,Mike Hurlbut,D,17:53,Team2,1999
30,31.0,Rumun Ndur,D,10:58,Team2,1999
31,32.0,Domenic Pittis,C,8:35,Team2,1999
32,33.0,Dwayne Roloson,G,50:36,Team2,1999
33,34.0,Cory Sarich,D,13:11,Team2,1999
34,35.0,Dean Sylvester,RW,14:31,Team2,1999
35,,Team Total,,,Team2,1999
0,1.0,Patrik Elias,LW,17:28,Team1,2000
1,2.0,Scott Gomez,C,16:21,Team1,2000
2,3.0,Petr Sykora,C,17:06,Team1,2000
3,4.0,Jason Arnott,RW,17:05,Team1,2000
4,5.0,Bobby Holik,C,16:53,Team1,2000
5,6.0,Randy McKay,RW,15:39,Team1,2000
6,7.0,Claude Lemieux,RW,17:55,Team1,2000
7,8.0,Scott Niedermayer*,D,24:21,Team1,2000
8,9.0,Brian Rafalski,D,18:51,Team1,2000
9,10.0,Scott Stevens*,D,23:23,Team1,2000
10,11.0,Sergei Nemchinov,C,13:42,Team1,2000
11,12.0,Brendan Morrison,C,16:09,Team1,2000
12,13.0,John Madden,LW,11:40,Team1,2000
13,14.0,Sergei Brylin,C,13:23,Team1,2000
14,15.0,Krzysztof Oliwa,RW,6:45,Team1,2000
15,16.0,Lyle Odelein,D,16:42,Team1,2000
16,17.0,Jay Pandolfo,LW,13:25,Team1,2000
17,18.0,Sheldon Souray,D,17:12,Team1,2000
18,19.0,Vadim Sharifijanov,RW,10:58,Team1,2000
19,20.0,Alexander Mogilny,RW,17:04,Team1,2000
20,21.0,Denis Pederson,C,10:42,Team1,2000
21,22.0,Ken Daneyko,D,18:06,Team1,2000
22,23.0,Martin Brodeur*,G,59:53,Team1,2000
23,24.0,Vladimir Malakhov,D,20:18,Team1,2000
24,25.0,Brad Bombardir,D,15:54,Team1,2000
25,26.0,Brian Rolston,LW,19:09,Team1,2000
26,27.0,Colin White,D,14:45,Team1,2000
27,28.0,Ken Sutton,D,17:21,Team1,2000
28,29.0,Deron Quint,D,16:26,Team1,2000
29,30.0,Eric Bertrand,LW,7:47,Team1,2000
30,31.0,Steve Kelly,C,4:28,Team1,2000
31,32.0,Willie Mitchell,D,16:04,Team1,2000
32,33.0,Chris Terreri,G,54:04,Team1,2000
33,,Team Total,,,Team1,2000
0,1.0,Mike Modano*,C,22:55,Team2,2000
1,2.0,Brett Hull*,RW,18:37,Team2,2000
2,3.0,Sergei Zubov*,D,28:50,Team2,2000
3,4.0,Jamie Langenbrunner,RW,17:33,Team2,2000
4,5.0,Joe Nieuwendyk*,C,16:15,Team2,2000
5,6.0,Mike Keane,RW,16:10,Team2,2000
6,7.0,Darryl Sydor,D,23:09,Team2,2000
7,8.0,Brenden Morrow,LW,15:51,Team2,2000
8,9.0,Richard Matvichuk,D,24:27,Team2,2000
9,10.0,Derian Hatcher,D,27:33,Team2,2000
10,11.0,Kirk Muller,C,16:24,Team2,2000
11,12.0,Blake Sloan,RW,13:30,Team2,2000
12,13.0,Guy Carbonneau*,C,15:38,Team2,2000
13,14.0,Aaron Gavey,C,9:55,Team2,2000
14,15.0,Roman Lyashenko,C,10:56,Team2,2000
15,16.0,Sylvain Cote,D,18:10,Team2,2000
16,17.0,Scott Thornton,C,13:03,Team2,2000
17,18.0,Jon Sim,C,10:51,Team2,2000
18,19.0,Jere Lehtinen,LW,17:31,Team2,2000
19,20.0,Grant Marshall,RW,11:19,Team2,2000
20,21.0,Jamie Pushor,D,11:36,Team2,2000
21,22.0,Juha Lind,LW,10:49,Team2,2000
22,23.0,Pavel Patera,C,14:04,Team2,2000
23,24.0,Jamie Wright,LW,9:50,Team2,2000
24,25.0,Brad Lukowich,D,11:44,Team2,2000
25,26.0,Chris Murray,RW,5:19,Team2,2000
26,27.0,Ric Jackman,D,8:06,Team2,2000
27,28.0,Dave Manson,D,13:16,Team2,2000
28,29.0,Brian Skrudland,C,8:24,Team2,2000
29,30.0,Ed Belfour*,G,58:24,Team2,2000
30,31.0,Derek Plante,C,10:05,Team2,2000
31,32.0,Manny Fernandez,G,56:22,Team2,2000
32,33.0,Warren Luhning,RW,10:21,Team2,2000
33,34.0,Keith Aldridge,D,11:05,Team2,2000
34,35.0,Joel Bouchard,D,9:45,Team2,2000
35,36.0,Shawn Chambers,D,22:59,Team2,2000
36,37.0,Ryan Christie,LW,2:29,Team2,2000
37,38.0,Kevin Dean,D,11:19,Team2,2000
38,39.0,Alan Letang,D,9:57,Team2,2000
39,,Team Total,,,Team2,2000
0,1.0,Patrik Elias,LW,18:44,Team1,2001
1,2.0,Alexander Mogilny,RW,16:53,Team1,2001
2,3.0,Petr Sykora,RW,17:44,Team1,2001
3,4.0,Scott Gomez,C,15:46,Team1,2001
4,5.0,Jason Arnott,C,16:12,Team1,2001
5,6.0,Sergei Brylin,LW,15:31,Team1,2001
6,7.0,Brian Rafalski,D,21:41,Team1,2001
7,8.0,Bobby Holik,C,15:49,Team1,2001
8,9.0,Randy McKay,RW,13:58,Team1,2001
9,10.0,John Madden,LW,15:35,Team1,2001
10,11.0,Scott Niedermayer*,D,23:19,Team1,2001
11,12.0,Scott Stevens*,D,24:37,Team1,2001
12,13.0,Sergei Nemchinov,C,13:13,Team1,2001
13,14.0,Turner Stevenson,RW,11:00,Team1,2001
14,15.0,Colin White,D,19:06,Team1,2001
15,16.0,Jay Pandolfo,LW,14:05,Team1,2001
16,17.0,Ken Sutton,D,15:44,Team1,2001
17,18.0,Pierre Dagenais,RW,12:22,Team1,2001
18,19.0,Mike Commodore,D,12:46,Team1,2001
19,20.0,Bob Corkum,C,11:19,Team1,2001
20,21.0,Steve Kelly,C,9:58,Team1,2001
21,22.0,Jim McKenzie,LW,7:56,Team1,2001
22,23.0,Ken Daneyko,D,17:17,Team1,2001
23,24.0,Willie Mitchell,D,14:52,Team1,2001
24,25.0,Jiri Bicek,LW,13:04,Team1,2001
25,26.0,Martin Brodeur*,G,59:40,Team1,2001
26,27.0,Sean O'Donnell,D,16:27,Team1,2001
27,28.0,Ed Ward,RW,4:48,Team1,2001
28,29.0,Mike Danton,C,7:52,Team1,2001
29,30.0,Sascha Goc,D,13:37,Team1,2001
30,31.0,Stanislav Gron,RW,9:55,Team1,2001
31,32.0,Chris Terreri,G,45:18,Team1,2001
32,33.0,John Vanbiesbrouck,G,60:00,Team1,2001
33,,Team Total,,,Team1,2001
0,1.0,Joe Sakic*,C,23:01,Team2,2001
1,2.0,Peter Forsberg*,C,20:48,Team2,2001
2,3.0,Milan Hejduk,RW,19:52,Team2,2001
3,4.0,Alex Tanguay,LW,17:51,Team2,2001
4,5.0,Chris Drury,LW,18:03,Team2,2001
5,6.0,Ray Bourque*,D,26:06,Team2,2001
6,7.0,Shjon Podein,RW,14:23,Team2,2001
7,8.0,Adam Deadmarsh,RW,17:38,Team2,2001
8,9.0,Martin Skoula,D,20:41,Team2,2001
9,10.0,Ville Nieminen,LW,12:26,Team2,2001
10,11.0,Greg de Vries,D,17:06,Team2,2001
11,12.0,Dan Hinote,C,10:21,Team2,2001
12,13.0,Jon Klemm,D,19:56,Team2,2001
13,14.0,Adam Foote,D,25:22,Team2,2001
14,15.0,Stephane Yelle,C,14:28,Team2,2001
15,16.0,Aaron Miller,D,18:25,Team2,2001
16,17.0,Eric Messier,LW,12:16,Team2,2001
17,18.0,Rob Blake*,D,26:03,Team2,2001
18,19.0,Dave Reid,RW,9:53,Team2,2001
19,20.0,Steve Reinprecht,C,15:38,Team2,2001
20,21.0,Scott Parker,RW,5:42,Team2,2001
21,22.0,Patrick Roy*,G,57:30,Team2,2001
22,23.0,Rick Berry,D,12:08,Team2,2001
23,24.0,Nolan Pratt,D,9:50,Team2,2001
24,25.0,Chris Dingman,LW,6:26,Team2,2001
25,26.0,David Aebischer,G,53:34,Team2,2001
26,27.0,Alexei Gusarov,D,14:59,Team2,2001
27,28.0,Yuri Babenko,C,10:34,Team2,2001
28,29.0,Brad Larsen,LW,9:17,Team2,2001
29,30.0,Bryan Muir,D,8:14,Team2,2001
30,31.0,Joel Prpic,C,9:47,Team2,2001
31,32.0,Rob Shearer,C,6:45,Team2,2001
32,,Team Total,,,Team2,2001
0,1.0,Brendan Shanahan*,LW,18:55,Team1,2002
1,2.0,Sergei Fedorov*,C,19:33,Team1,2002
2,3.0,Brett Hull*,RW,18:49,Team1,2002
3,4.0,Nicklas Lidstrom*,D,28:49,Team1,2002
4,5.0,Luc Robitaille*,LW,14:51,Team1,2002
5,6.0,Steve Yzerman*,C,20:35,Team1,2002
6,7.0,Igor Larionov*,C,14:28,Team1,2002
7,8.0,Chris Chelios*,D,25:18,Team1,2002
8,9.0,Pavel Datsyuk,C,13:39,Team1,2002
9,10.0,Kris Draper,RW,15:35,Team1,2002
10,11.0,Tomas Holmstrom,RW,12:23,Team1,2002
11,12.0,Boyd Devereaux,LW,11:30,Team1,2002
12,13.0,Kirk Maltby,LW,13:23,Team1,2002
13,14.0,Mathieu Dandenault,D,16:43,Team1,2002
14,15.0,Steve Duchesne,D,15:53,Team1,2002
15,16.0,Fredrik Olausson,D,16:37,Team1,2002
16,17.0,Darren McCarty,RW,11:47,Team1,2002
17,18.0,Jason Williams,RW,10:50,Team1,2002
18,19.0,Jiri Fischer,D,17:10,Team1,2002
19,20.0,Sean Avery,C,7:51,Team1,2002
20,21.0,Maxim Kuznetsov,D,11:51,Team1,2002
21,22.0,Brent Gilchrist,C,9:22,Team1,2002
22,23.0,Dominik Hasek*,G,59:34,Team1,2002
23,24.0,Uwe Krupp,D,17:03,Team1,2002
24,25.0,Manny Legace,G,55:52,Team1,2002
25,26.0,Jiri Slegr,D,19:16,Team1,2002
26,27.0,Jesse Wallin,D,10:42,Team1,2002
27,28.0,Yuri Butsayev,C,9:44,Team1,2002
28,29.0,Ladislav Kohn,RW,5:13,Team1,2002
29,,Team Total,,,Team1,2002
0,1.0,Ron Francis*,C,20:41,Team2,2002
1,2.0,Sami Kapanen,RW,20:38,Team2,2002
2,3.0,Jeff O'Neill,LW,19:44,Team2,2002
3,4.0,Rod Brind'Amour,C,22:07,Team2,2002
4,5.0,Bates Battaglia,LW,19:05,Team2,2002
5,6.0,Erik Cole,RW,16:04,Team2,2002
6,7.0,Josef Vasicek,C,14:11,Team2,2002
7,8.0,Sean Hill,D,23:58,Team2,2002
8,9.0,Martin Gelinas,LW,16:05,Team2,2002
9,10.0,Marek Malik,D,20:29,Team2,2002
10,11.0,Sandis Ozolinsh,D,19:30,Team2,2002
11,12.0,Glen Wesley,D,20:13,Team2,2002
12,13.0,Shane Willis,RW,13:00,Team2,2002
13,14.0,David Tanabe,D,18:27,Team2,2002
14,15.0,Aaron Ward,D,19:40,Team2,2002
15,16.0,Bret Hedican,D,22:56,Team2,2002
16,17.0,Jeff Daniels,C,8:07,Team2,2002
17,18.0,Kevyn Adams,C,9:05,Team2,2002
18,19.0,Jaroslav Svoboda,LW,9:23,Team2,2002
19,20.0,Darren Langdon,LW,4:11,Team2,2002
20,21.0,Niclas Wallin,D,12:12,Team2,2002
21,22.0,Craig MacDonald,C,10:11,Team2,2002
22,23.0,Tommy Westlund,RW,10:38,Team2,2002
23,24.0,Craig Adams,RW,5:54,Team2,2002
24,25.0,Chris Dingman,LW,6:54,Team2,2002
25,26.0,Steven Halko,D,9:43,Team2,2002
26,27.0,Arturs Irbe,G,58:19,Team2,2002
27,28.0,Tom Barrasso,G,56:07,Team2,2002
28,29.0,Josh Holden,C,5:17,Team2,2002
29,30.0,Byron Ritchie,C,11:30,Team2,2002
30,31.0,Nikos Tselios,D,13:13,Team2,2002
31,32.0,Kevin Weekes,G,59:55,Team2,2002
32,,Team Total,,,Team2,2002
0,1.0,Patrik Elias,LW,18:05,Team1,2003
1,2.0,Jamie Langenbrunner,RW,17:48,Team1,2003
2,3.0,Scott Gomez,C,16:01,Team1,2003
3,4.0,Jeff Friesen,RW,15:33,Team1,2003
4,5.0,Joe Nieuwendyk*,C,16:45,Team1,2003
5,6.0,John Madden,C,18:18,Team1,2003
6,7.0,Brian Rafalski,D,23:09,Team1,2003
7,8.0,Scott Niedermayer*,D,24:30,Team1,2003
8,9.0,Brian Gionta,RW,14:48,Team1,2003
9,10.0,Turner Stevenson,RW,11:53,Team1,2003
10,11.0,Scott Stevens*,D,23:05,Team1,2003
11,12.0,Sergei Brylin,LW,16:11,Team1,2003
12,13.0,Jay Pandolfo,LW,16:08,Team1,2003
13,14.0,Oleg Tverdovsky,D,16:48,Team1,2003
14,15.0,Colin White,D,19:41,Team1,2003
15,16.0,Jim McKenzie,LW,7:42,Team1,2003
16,17.0,Jiri Bicek,RW,11:48,Team1,2003
17,18.0,Christian Berglund,LW,10:11,Team1,2003
18,19.0,Ken Daneyko,D,15:37,Team1,2003
19,20.0,Mike Rupp,C,11:39,Team1,2003
20,21.0,Tommy Albelin,D,15:13,Team1,2003
21,22.0,Pascal Rheaume,C,11:50,Team1,2003
22,23.0,Grant Marshall,RW,11:38,Team1,2003
23,24.0,Mike Danton,C,8:59,Team1,2003
24,25.0,Steve Guolla,LW,8:00,Team1,2003
25,26.0,Richard Smehlik,D,17:20,Team1,2003
26,27.0,Craig Darby,C,10:36,Team1,2003
27,28.0,Ray Giroux,D,18:18,Team1,2003
28,29.0,Andrei Zyuzin,D,20:03,Team1,2003
29,30.0,Martin Brodeur*,G,59:55,Team1,2003
30,31.0,Corey Schwab,G,55:47,Team1,2003
31,,Team Total,,,Team1,2003
0,1.0,Paul Kariya*,LW,20:17,Team2,2003
1,2.0,Petr Sykora,RW,18:29,Team2,2003
2,3.0,Steve Rucchin,C,21:05,Team2,2003
3,4.0,Adam Oates*,C,18:38,Team2,2003
4,5.0,Niclas Havelid,D,22:30,Team2,2003
5,6.0,Stanislav Chistov,LW,13:35,Team2,2003
6,7.0,Mike Leclerc,LW,16:56,Team2,2003
7,8.0,Jason Krog,C,13:47,Team2,2003
8,9.0,Keith Carney,D,22:34,Team2,2003
9,10.0,Andy McDonald,C,18:31,Team2,2003
10,11.0,Matt Cullen,C,14:18,Team2,2003
11,12.0,Patric Kjellberg,LW,15:38,Team2,2003
12,13.0,Sandis Ozolinsh,D,22:08,Team2,2003
13,14.0,Samuel Pahlsson,C,13:20,Team2,2003
14,15.0,Steve Thomas,RW,13:42,Team2,2003
15,16.0,Ruslan Salei,D,21:53,Team2,2003
16,17.0,Pavel Trnka,D,16:00,Team2,2003
17,18.0,Fredrik Olausson,D,14:26,Team2,2003
18,19.0,Vitaly Vishnevski,D,14:10,Team2,2003
19,20.0,Marc Chouinard,C,9:25,Team2,2003
20,21.0,Alexei Smirnov,LW,8:50,Team2,2003
21,22.0,Dan Bylsma,RW,9:29,Team2,2003
22,23.0,Rob Niedermayer,LW,15:21,Team2,2003
23,24.0,Kevin Sawyer,LW,6:06,Team2,2003
24,25.0,Kurt Sauer,D,18:33,Team2,2003
25,26.0,Mike Brown,LW,4:58,Team2,2003
26,27.0,Rob Valicevic,RW,8:35,Team2,2003
27,28.0,Martin Gerber,G,54:41,Team2,2003
28,29.0,Chris O'Sullivan,D,12:46,Team2,2003
29,30.0,Lance Ward,D,7:08,Team2,2003
30,31.0,Jean-Sebastien Giguere,G,58:05,Team2,2003
31,32.0,Jonathan Hedstrom,RW,7:51,Team2,2003
32,33.0,Cam Severson,LW,6:44,Team2,2003
